archive,date,camera,task,footage,timestamps
Multinet,14-05-26,C4696,,GX012382.MP4,
Multinet,14-05-26,C4696,,GX012383.MP4,
Multinet,14-05-26,C4696,,GX012385.MP4,
Multinet,14-05-26,C5006,,GX011384.MP4,
Multinet,14-05-26,C5006,,GX011385.MP4,
Multinet,14-05-26,C5006,,GX021384.MP4,
Multinet,14-05-26,C5006,,GX021385.MP4,
Multinet,14-05-26,C5006,,GX031384.MP4,
Multinet,14-05-26,C5006,,GX031385.MP4,
Multinet,14-05-26,C5006,,GX041384.MP4,
Multinet,14-05-26,C5006,,GX051384.MP4,
Multinet,14-05-26,C5223,,GX014862.MP4,
Multinet,14-05-26,C5223,,GX014863.MP4,
Multinet,14-05-26,C5223,,GX014864.MP4,
Multinet,14-05-26,C5223,,GX014865.MP4,
Multinet,14-05-26,C5223,,GX024862.MP4,
Multinet,14-05-26,C5223,,GX024863.MP4,
Multinet,14-05-26,C5223,,GX024864.MP4,
Multinet,14-05-26,C5223,,GX024865.MP4,
Multinet,14-05-26,C5223,,GX034862.MP4,
Multinet,14-05-26,C5223,,GX034863.MP4,
Multinet,14-05-26,C5223,,GX034864.MP4,
Multinet,14-05-26,C5223,,GX034865.MP4,
Multinet,14-05-26,C5223,,GX044862.MP4,
Multinet,14-05-26,C5223,,GX044863.MP4,
Multinet,14-05-26,C5223,,GX054862.MP4,
Multinet,14-05-26,C5223,,GX054863.MP4,
Multinet,14-05-26,C6180,,GX010316.MP4,
Multinet,14-05-26,C6180,,GX010317.MP4,
Multinet,14-05-26,C6279,,GX014883.MP4,
Multinet,14-05-26,C6279,,GX014884.MP4,
Multinet,14-05-26,C6279,,GX014885.MP4,
Multinet,14-05-26,C6279,,GX014886.MP4,
Multinet,14-05-26,C6279,,GX014887.MP4,
Multinet,14-05-26,C6279,,GX024885.MP4,
Multinet,14-05-26,C8278,,GX012203.MP4,
Multinet,14-05-26,C8278,,GX012204.MP4,
