date,camera,task,footage,timestamps
25-04-26,C0656,,GX010330.MP4,
25-04-26,C0656,,GX010331.MP4,
25-04-26,C0656,,GX010332.MP4,
25-04-26,C0656,,GX010333.MP4,
25-04-26,C0656,,GX010334.MP4,
25-04-26,C0656,,GX020330.MP4,
25-04-26,C0656,,GX020331.MP4,
25-04-26,C0656,,GX020332.MP4,
25-04-26,C0656,,GX030330.MP4,
25-04-26,C0656,,GX030331.MP4,
25-04-26,C0656,,GX030332.MP4,
25-04-26,C0656,,GX040332.MP4,
25-04-26,C0656,,GX050332.MP4,
25-04-26,C1312,,GX010087.MP4,
25-04-26,C1312,,GX010088.MP4,
25-04-26,C1312,,GX010089.MP4,
25-04-26,C1312,,GX010090.MP4,
25-04-26,C1312,,GX020087.MP4,
25-04-26,C1312,,GX020088.MP4,
25-04-26,C1312,,GX020089.MP4,
25-04-26,C1312,,GX020090.MP4,
25-04-26,C1312,,GX030087.MP4,
25-04-26,C1312,,GX030088.MP4,
25-04-26,C1312,,GX030089.MP4,
25-04-26,C1312,,GX030090.MP4,
25-04-26,C1312,,GX040087.MP4,
25-04-26,C1312,,GX040088.MP4,
25-04-26,C1312,,GX040089.MP4,
25-04-26,C1312,,GX040090.MP4,
25-04-26,C1312,,GX050088.MP4,
25-04-26,C1312,,GX050090.MP4,
25-04-26,C1312,,GX060090.MP4,
25-04-26,C1312,,GX070090.MP4,
25-04-26,C1312,,GX080090.MP4,
25-04-26,C1328,,GH012350.MP4,
25-04-26,C1328,,GH012351.MP4,
25-04-26,C1328,,GH012352.MP4,
25-04-26,C1328,,GH012353.MP4,
25-04-26,C1328,,GH012354.MP4,
25-04-26,C1328,,GH012355.MP4,
25-04-26,C1328,,GH012356.MP4,
25-04-26,C1328,,GH012357.MP4,
25-04-26,C1328,,GH022352.MP4,
25-04-26,C1328,,GH022355.MP4,
25-04-26,C1328,,GH032352.MP4,
25-04-26,C1328,,GH032355.MP4,
25-04-26,C1328,,GH042352.MP4,
25-04-26,C1328,,GH042355.MP4,
25-04-26,C1328,,GH052352.MP4,
25-04-26,C1328,,GH062352.MP4,
25-04-26,C1328,,GH072352.MP4,
25-04-26,C1627,,GX010086.MP4,
25-04-26,C1627,,GX010087.MP4,
25-04-26,C1627,,GX010088.MP4,
25-04-26,C1627,,GX010089.MP4,
25-04-26,C1627,,GX010090.MP4,
25-04-26,C1627,,GX020086.MP4,
25-04-26,C1627,,GX020087.MP4,
25-04-26,C1627,,GX020089.MP4,
25-04-26,C1627,,GX020090.MP4,
25-04-26,C2196,,GX012650.MP4,
25-04-26,C2196,,GX012651.MP4,
25-04-26,C2196,,GX012652.MP4,
25-04-26,C2196,,GX012653.MP4,
25-04-26,C2196,,GX012654.MP4,
25-04-26,C2196,,GX022650.MP4,
25-04-26,C2196,,GX032650.MP4,
25-04-26,C2196,,GX042650.MP4,
25-04-26,C2202,,GX010297.MP4,
25-04-26,C2202,,GX010298.MP4,
25-04-26,C2202,,GX010299.MP4,
25-04-26,C2202,,GX020297.MP4,
25-04-26,C2202,,GX020299.MP4,
25-04-26,C2244,,GX010907.MP4,
25-04-26,C2244,,GX010908.MP4,
25-04-26,C2244,,GX010909.MP4,
25-04-26,C2244,,GX010910.MP4,
25-04-26,C2244,,GX010911.MP4,
25-04-26,C2244,,GX020908.MP4,
25-04-26,C2244,,GX020909.MP4,
25-04-26,C2244,,GX020910.MP4,
25-04-26,C2244,,GX020911.MP4,
25-04-26,C2244,,GX030908.MP4,
25-04-26,C2244,,GX030909.MP4,
25-04-26,C2244,,GX030910.MP4,
25-04-26,C2244,,GX030911.MP4,
25-04-26,C2244,,GX040908.MP4,
25-04-26,C2244,,GX040909.MP4,
25-04-26,C2244,,GX040910.MP4,
25-04-26,C2244,,GX040911.MP4,
25-04-26,C2244,,GX050908.MP4,
25-04-26,C2244,,GX050909.MP4,
25-04-26,C2244,,GX050910.MP4,
25-04-26,C2244,,GX050911.MP4,
25-04-26,C2244,,GX060909.MP4,
25-04-26,C2244,,GX060910.MP4,
25-04-26,C2244,,GX070910.MP4,
25-04-26,C2256,,GX010945.MP4,
25-04-26,C2920,,GX014840.MP4,
25-04-26,C2920,,GX014841.MP4,
25-04-26,C2920,,GX014842.MP4,
25-04-26,C2920,,GX024841.MP4,
25-04-26,C2978,,GX010085.MP4,
25-04-26,C2978,,GX010086.MP4,
25-04-26,C2978,,GX010087.MP4,
25-04-26,C2978,,GX010088.MP4,
25-04-26,C2978,,GX020085.MP4,
25-04-26,C2978,,GX020086.MP4,
25-04-26,C2978,,GX020087.MP4,
25-04-26,C2978,,GX020088.MP4,
25-04-26,C2978,,GX030085.MP4,
25-04-26,C2978,,GX030086.MP4,
25-04-26,C2978,,GX030087.MP4,
25-04-26,C2978,,GX030088.MP4,
25-04-26,C2978,,GX040085.MP4,
25-04-26,C2978,,GX040086.MP4,
25-04-26,C2978,,GX040088.MP4,
25-04-26,C2978,,GX050085.MP4,
25-04-26,C2978,,GX050088.MP4,
25-04-26,C2978,,GX060088.MP4,
25-04-26,C2978,,GX070088.MP4,
25-04-26,C2978,,GX080088.MP4,
25-04-26,C2978,,GX090088.MP4,
25-04-26,C2978,,GX100088.MP4,
25-04-26,C3836,,GOPR1940.MP4,
25-04-26,C3836,,GOPR1941.MP4,
25-04-26,C3836,,GOPR1942.MP4,
25-04-26,C3836,,GOPR1943.MP4,
25-04-26,C3836,,GOPR1944.MP4,
25-04-26,C3836,,GP011940.MP4,
25-04-26,C3836,,GP011941.MP4,
25-04-26,C3836,,GP011942.MP4,
25-04-26,C3836,,GP011943.MP4,
25-04-26,C3836,,GP011944.MP4,
25-04-26,C3836,,GP021940.MP4,
25-04-26,C3836,,GP021942.MP4,
25-04-26,C3836,,GP021943.MP4,
25-04-26,C3836,,GP021944.MP4,
25-04-26,C3836,,GP031940.MP4,
25-04-26,C3836,,GP031942.MP4,
25-04-26,C3836,,GP031944.MP4,
25-04-26,C3836,,GP041940.MP4,
25-04-26,C3836,,GP041942.MP4,
25-04-26,C3836,,GP041944.MP4,
25-04-26,C4031,,GX014294.MP4,
25-04-26,C4031,,GX014295.MP4,
25-04-26,C4031,,GX014296.MP4,
25-04-26,C4031,,GX014297.MP4,
25-04-26,C4031,,GX014298.MP4,
25-04-26,C4031,,GX014299.MP4,
25-04-26,C4031,,GX024294.MP4,
25-04-26,C4031,,GX024295.MP4,
25-04-26,C4031,,GX024296.MP4,
25-04-26,C4031,,GX024297.MP4,
25-04-26,C4031,,GX024298.MP4,
25-04-26,C4031,,GX024299.MP4,
25-04-26,C4031,,GX034294.MP4,
25-04-26,C4031,,GX034295.MP4,
25-04-26,C4031,,GX034296.MP4,
25-04-26,C4031,,GX034297.MP4,
25-04-26,C4031,,GX034298.MP4,
25-04-26,C4031,,GX034299.MP4,
