date,camera,task,footage,timestamps
23-04-26,C5523,,GX010614.MP4,
23-04-26,C5523,,GX020609.MP4,
23-04-26,C5523,,GX020610.MP4,
23-04-26,C5523,,GX020611.MP4,
23-04-26,C5523,,GX020612.MP4,
23-04-26,C5523,,GX020613.MP4,
23-04-26,C5523,,GX030609.MP4,
23-04-26,C5523,,GX030611.MP4,
23-04-26,C5523,,GX030612.MP4,
23-04-26,C5523,,GX030613.MP4,
23-04-26,C5523,,GX030614.MP4,
23-04-26,C5523,,GX040609.MP4,
23-04-26,C5523,,GX040610.MP4,
23-04-26,C5523,,GX040611.MP4,
23-04-26,C5523,,GX040612.MP4,
23-04-26,C5523,,GX040613.MP4,
23-04-26,C5523,,GX050609.MP4,
23-04-26,C5523,,GX050611.MP4,
23-04-26,C5523,,GX050612.MP4,
23-04-26,C5523,,GX050613.MP4,
23-04-26,C5523,,GX060610.MP4,
23-04-26,C5523,,GX060611.MP4,
23-04-26,C5523,,GX060612.MP4,
23-04-26,C5523,,GX060613.MP4,
23-04-26,C5523,,GX070610.MP4,
23-04-26,C5670,,GX010041.MP4,
23-04-26,C5670,,GX010042.MP4,
23-04-26,C5670,,GX010043.MP4,
23-04-26,C5670,,GX010044.MP4,
23-04-26,C5670,,GX020041.MP4,
23-04-26,C5670,,GX020042.MP4,
23-04-26,C5670,,GX020043.MP4,
23-04-26,C5670,,GX020044.MP4,
23-04-26,C5670,,GX030041.MP4,
23-04-26,C5670,,GX030042.MP4,
23-04-26,C5670,,GX030043.MP4,
23-04-26,C5670,,GX030044.MP4,
23-04-26,C5670,,GX040041.MP4,
23-04-26,C5670,,GX040042.MP4,
23-04-26,C5670,,GX040043.MP4,
23-04-26,C5670,,GX040044.MP4,
23-04-26,C5670,,GX050042.MP4,
23-04-26,C5670,,GX050043.MP4,
23-04-26,C5670,,GX060042.MP4,
23-04-26,C6180,,GX010293.MP4,
23-04-26,C6180,,GX010294.MP4,
23-04-26,C6180,,GX010295.MP4,
23-04-26,C6180,,GX020293.MP4,
23-04-26,C6273,,GX010113.MP4,
23-04-26,C6273,,GX010114.MP4,
23-04-26,C6273,,GX010115.MP4,
23-04-26,C6273,,GX020113.MP4,
23-04-26,C6273,,GX020114.MP4,
23-04-26,C6273,,GX020115.MP4,
23-04-26,C6279,,GX014835.MP4,
23-04-26,C6279,,GX014836.MP4,
23-04-26,C6279,,GX014837.MP4,
23-04-26,C6279,,GX014838.MP4,
23-04-26,C6279,,GX024835.MP4,
23-04-26,C6279,,GX024836.MP4,
23-04-26,C6279,,GX024837.MP4,
23-04-26,C6279,,GX024838.MP4,
23-04-26,C6279,,GX034838.MP4,
23-04-26,C7783,,GX010073.MP4,
23-04-26,C7783,,GX010074.MP4,
23-04-26,C7783,,GX020073.MP4,
23-04-26,C7783,,GX020074.MP4,
23-04-26,C7783,,GX030073.MP4,
23-04-26,C7783,,GX030074.MP4,
23-04-26,C7783,,GX040073.MP4,
23-04-26,C7783,,GX040074.MP4,
23-04-26,C7783,,GX050073.MP4,
23-04-26,C7783,,GX050074.MP4,
23-04-26,C7783,,GX060073.MP4,
23-04-26,C7783,,GX060074.MP4,
23-04-26,C7783,,GX070073.MP4,
23-04-26,C7783,,GX070074.MP4,
23-04-26,C7783,,GX080074.MP4,
23-04-26,C7783,,GX090074.MP4,
23-04-26,C7997,,GX010887.MP4,
23-04-26,C7997,,GX010888.MP4,
23-04-26,C7997,,GX010889.MP4,
23-04-26,C7997,,GX020887.MP4,
23-04-26,C7997,,GX020889.MP4,
23-04-26,C7997,,GX030887.MP4,
23-04-26,C7997,,GX030888.MP4,
23-04-26,C7997,,GX030889.MP4,
23-04-26,C7997,,GX040887.MP4,
23-04-26,C7997,,GX040888.MP4,
23-04-26,C7997,,GX040889.MP4,
23-04-26,C7997,,GX050888.MP4,
23-04-26,C8090,,GX010028.MP4,
23-04-26,C8090,,GX010029.MP4,
23-04-26,C8090,,GX010030.MP4,
23-04-26,C8090,,GX010031.MP4,
23-04-26,C8090,,GX020028.MP4,
23-04-26,C8090,,GX020029.MP4,
23-04-26,C8090,,GX020031.MP4,
23-04-26,C8278,,GX012182.MP4,
23-04-26,C8278,,GX012183.MP4,
23-04-26,C8278,,GX012184.MP4,
23-04-26,C8278,,GX022182.MP4,
23-04-26,C8278,,GX022183.MP4,
23-04-26,C8278,,GX022184.MP4,
23-04-26,C8278,,GX032183.MP4,
23-04-26,C8610,,GX010035.MP4,
23-04-26,C8610,,GX010036.MP4,
23-04-26,C8610,,GX010037.MP4,
23-04-26,C8610,,GX020035.MP4,
23-04-26,C8610,,GX020036.MP4,
23-04-26,C8610,,GX020037.MP4,
23-04-26,C8610,,GX030035.MP4,
23-04-26,C8610,,GX030036.MP4,
23-04-26,C8610,,GX030037.MP4,
23-04-26,C8610,,GX040035.MP4,
23-04-26,C8610,,GX040036.MP4,
23-04-26,C8610,,GX040037.MP4,
23-04-26,C8610,,GX050036.MP4,
23-04-26,C9225,,GX012067.MP4,
23-04-26,C9225,,GX012070.MP4,
23-04-26,C9225,,GX012071.MP4,
23-04-26,C9225,,GX012072.MP4,
23-04-26,C9225,,GX022067.MP4,
23-04-26,C9225,,GX022070.MP4,
23-04-26,C9225,,GX022072.MP4,
23-04-26,C9225,,GX032067.MP4,
23-04-26,C9225,,GX032070.MP4,
23-04-26,C9225,,GX032072.MP4,
23-04-26,C9225,,GX042067.MP4,
23-04-26,C9225,,GX042070.MP4,
23-04-26,C9225,,GX042072.MP4,
23-04-26,C9225,,GX052067.MP4,
23-04-26,C9225,,GX062067.MP4,
23-04-26,C9225,,GX072067.MP4,
23-04-26,C9225,,GX082067.MP4,
23-04-26,C9225,,GX092067.MP4,
